invalid,valid,operations
+61628661922,+61628661922,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3374gs4333e,+33749543333,keep|keep|keep|keep|keep|replace_9|replace_5|keep|keep|keep|keep|replace_3
584 93 5e764,+445849353764,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
742112 0o 6,+33742112006,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
o084 65 3o3,+33008465303,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
198225287,+33198225287,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
73467673,+6573467673,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+65431o8185,+6543108185,keep|keep|keep|keep|keep|keep|replace_0|keep|keep|keep|keep
693849200,+33693849200,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3 399 3873569,+33993873569,keep|keep|delete|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep
+6s03660814,+6503660814,keep|keep|replace_5|keep|keep|keep|keep|keep|keep|keep|keep
+33s556g8811,+33555698811,keep|keep|keep|replace_5|keep|keep|keep|replace_9|keep|keep|keep|keep
+332322 76691,+33232276691,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
+652bb59577,+6528859577,keep|keep|keep|keep|replace_8|replace_8|keep|keep|keep|keep|keep
71601793215,+8671601793215,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+61292788409,+61292788409,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+91g761138874,+919761138874,keep|keep|keep|replace_9|keep|keep|keep|keep|keep|keep|keep|keep|keep
186 54 624146,+8618654624146,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6174600349a,+61746003492,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_2
+6162 4612 348,+61624612348,keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|delete|keep|keep|keep
+8619063777583,+8619063777583,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+g19786651998,+919786651998,keep|replace_9|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
9l634 24 3,+6591634243,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
0681624573,+440681624573,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
76544 05 87,+61765440587,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
5258575569,+915258575569,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
736 08 9867l,+917360898671,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
544852189,+61544852189,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
484 61 1371,+61484611371,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
5095444368,+445095444368,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44116330e513,+441163303513,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_3|keep|keep|keep
7571068813,+447571068813,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
613106513,+61613106513,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
22300642849,+8622300642849,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
0845172062,+10845172062,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+334086101 22,+33408610122,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep
537036807,+61537036807,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
371628 47 408,+8637162847408,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3349 8135408,+33498135408,keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep
97513023724,+8697513023724,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+9131342 514 34,+913134251434,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|delete|keep|keep
847198145,+33847198145,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
2412742 48 2,+442412742482,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+615a8126974,+61528126974,keep|keep|keep|keep|replace_2|keep|keep|keep|keep|keep|keep|keep
+1577481726b,+15774817268,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_8
005791328,+33005791328,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+61760787g90,+61760787990,keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_9|keep|keep
41786475,+6541786475,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+l5726680472,+15726680472,keep|replace_1|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+b6421649a195g,+8642164921959,keep|replace_8|keep|keep|keep|keep|keep|keep|keep|replace_2|keep|keep|keep|replace_9
061337329,+61061337329,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
5646345859,+915646345859,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+866251601b861,+8662516018861,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_8|keep|keep|keep
7112977206,+917112977206,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
45o85 20 81,+61450852081,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6517o50885,+6517050885,keep|keep|keep|keep|keep|replace_0|keep|keep|keep|keep|keep
+1431 109 2056,+14311092056,keep|keep|keep|keep|keep|delete|keep|keep|keep|delete|keep|keep|keep|keep
373 08 208,+6537308208,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
82564795567,+8682564795567,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+338 00640 019,+33800640019,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|delete|keep|keep|keep
+65g5697275,+6595697275,keep|keep|keep|replace_9|keep|keep|keep|keep|keep|keep|keep
+91699 629244 8,+916996292448,keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|delete|keep
4s75 58 03,+6545755803,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
2917313660,+12917313660,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+61123616477,+61123616477,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
566255806,+33566255806,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+443655 468596,+443655468596,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep
+610986a98a2,+61098629822,keep|keep|keep|keep|keep|keep|keep|replace_2|keep|keep|replace_2|keep
+330 914329 76,+33091432976,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|delete|keep|keep
8807905825,+18807905825,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
469336409,+61469336409,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
86313410,+6586313410,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
500841131,+61500841131,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
565392343,+33565392343,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+12453  096855,+12453096855,keep|keep|keep|keep|keep|keep|delete|delete|keep|keep|keep|keep|keep|keep
47099278,+6547099278,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
37405880306,+8637405880306,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44786s95844l,+447865958441,keep|keep|keep|keep|keep|keep|replace_5|keep|keep|keep|keep|keep|replace_1
+6536802g84,+6536802984,keep|keep|keep|keep|keep|keep|keep|keep|replace_9|keep|keep
904610323,+61904610323,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+440230519473,+440230519473,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
155 28 027737,+8615528027737,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+61013254496,+61013254496,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
109532113,+61109532113,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6594  981889,+6594981889,keep|keep|keep|keep|keep|delete|delete|keep|keep|keep|keep|keep|keep
70909561,+6570909561,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
8477477443,+918477477443,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
1054066275,+11054066275,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44g9a0114318,+449920114318,keep|keep|keep|replace_9|keep|replace_2|keep|keep|keep|keep|keep|keep|keep
8853742754,+448853742754,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+61620764945,+61620764945,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+61e06916s31,+61306916531,keep|keep|keep|replace_3|keep|keep|keep|keep|keep|replace_5|keep|keep
4180062766,+14180062766,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+11 1 48614478,+11148614478,keep|keep|keep|delete|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
+44536l840232,+445361840232,keep|keep|keep|keep|keep|keep|replace_1|keep|keep|keep|keep|keep|keep
+44689b602495,+446898602495,keep|keep|keep|keep|keep|keep|replace_8|keep|keep|keep|keep|keep|keep
0087869581,+10087869581,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
506 66 37414,+445066637414,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6 1197485708,+61197485708,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
85898345591,+8685898345591,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
86856838272,+8686856838272,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
892531249,+61892531249,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
0392169806,+910392169806,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
0273 00 7733,+910273007733,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
57662196300,+8657662196300,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+g14o25960738,+914025960738,keep|replace_9|keep|keep|replace_0|keep|keep|keep|keep|keep|keep|keep|keep
96o8137 28 6,+449608137286,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+91948856 97 85,+919488569785,keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|delete|keep|keep
+3e171a68248,+33171268248,keep|keep|replace_3|keep|keep|keep|replace_2|keep|keep|keep|keep|keep
+91810330961b,+918103309618,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_8
60898198117,+8660898198117,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+652695 6581,+6526956581,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep
355927493,+33355927493,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
90692229,+6590692229,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
5920985598,+445920985598,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+448a22og6961,+448222096961,keep|keep|keep|keep|replace_2|keep|keep|replace_0|replace_9|keep|keep|keep|keep
+61683569240,+61683569240,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+33838541075,+33838541075,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
4008412055,+14008412055,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
260424358,+33260424358,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
71e8364 17 9,+447138364179,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+442159074416,+442159074416,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
2149945140,+912149945140,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6122  7055002,+61227055002,keep|keep|keep|keep|keep|delete|delete|keep|keep|keep|keep|keep|keep|keep
+4425558975l3,+442555897513,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_1|keep
+44599967848b,+445999678488,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_8
7164395458,+917164395458,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+9l0517653866,+910517653866,keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
414732461,+61414732461,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+914677980697,+914677980697,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
215159217,+33215159217,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3e3678g7319,+33367897319,keep|keep|replace_3|keep|keep|keep|keep|replace_9|keep|keep|keep|keep
+4455s32o1l96,+445553201196,keep|keep|keep|keep|keep|replace_5|keep|keep|replace_0|keep|replace_1|keep|keep
+61 237216370,+61237216370,keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep
+l5888es9541,+15888359541,keep|replace_1|keep|keep|keep|keep|replace_3|replace_5|keep|keep|keep|keep
+91786971175 7,+917869711757,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
71720600,+6571720600,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
39592956059,+8639592956059,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
949308613,+33949308613,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+444g75341422,+444975341422,keep|keep|keep|keep|replace_9|keep|keep|keep|keep|keep|keep|keep|keep
+449196409726,+449196409726,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
7332092057,+917332092057,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+653465l670,+6534651670,keep|keep|keep|keep|keep|keep|keep|replace_1|keep|keep|keep
9981681958,+919981681958,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
46271716,+6546271716,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
059630532,+33059630532,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+654l1a5067,+6541125067,keep|keep|keep|keep|replace_1|keep|replace_2|keep|keep|keep|keep
2457589999,+912457589999,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8263073 56 7,+448263073567,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
017950869,+61017950869,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
6s2 70 47295,+916527047295,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
4298869486,+444298869486,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+440993g7514b,+440993975148,keep|keep|keep|keep|keep|keep|keep|replace_9|keep|keep|keep|keep|replace_8
224e4 84 3e0,+912243484330,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+8660617o92797,+8660617092797,keep|keep|keep|keep|keep|keep|keep|keep|replace_0|keep|keep|keep|keep|keep
+44480422 1267,+444804221267,keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep
619340 3e 88,+16193403388,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+8641046981761,+8641046981761,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+445304o71882,+445304071882,keep|keep|keep|keep|keep|keep|keep|replace_0|keep|keep|keep|keep|keep
21990903389,+8621990903389,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
328489580,+61328489580,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
99590942052,+8699590942052,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
81095006133,+8681095006133,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
91730655,+6591730655,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+446599822323,+446599822323,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44550s879435,+445505879435,keep|keep|keep|keep|keep|keep|replace_5|keep|keep|keep|keep|keep|keep
+6592674439,+6592674439,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+106432g6141,+10643296141,keep|keep|keep|keep|keep|keep|keep|replace_9|keep|keep|keep|keep
8186l9 13 10s,+8681861913105,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6l087553l3l,+61087553131,keep|keep|replace_1|keep|keep|keep|keep|keep|keep|replace_1|keep|replace_1
7049367971,+17049367971,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
9963577611,+919963577611,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
04694649760,+8604694649760,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+8641818913 253,+8641818913253,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep
+6582a38587,+6582238587,keep|keep|keep|keep|keep|replace_2|keep|keep|keep|keep|keep
8337363098,+918337363098,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+612b7966323,+61287966323,keep|keep|keep|keep|replace_8|keep|keep|keep|keep|keep|keep|keep
+86165145 43821,+8616514543821,keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
+1g200a31723,+19200231723,keep|keep|replace_9|keep|keep|keep|replace_2|keep|keep|keep|keep|keep
34665955,+6534665955,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
022827 72 9,+61022827729,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+4 4988769263 1,+449887692631,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
+8649b41ge7643,+8649841937643,keep|keep|keep|keep|keep|replace_8|keep|keep|replace_9|replace_3|keep|keep|keep|keep
+33b7756749l,+33877567491,keep|keep|keep|replace_8|keep|keep|keep|keep|keep|keep|keep|replace_1
+617s3160699,+61753160699,keep|keep|keep|keep|replace_5|keep|keep|keep|keep|keep|keep|keep
33859836989,+8633859836989,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
2570375170,+912570375170,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+339278 70050,+33927870050,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
530 69 83e83,+915306983383,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+61748  793303,+61748793303,keep|keep|keep|keep|keep|keep|delete|delete|keep|keep|keep|keep|keep|keep
+864978293o435,+8649782930435,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_0|keep|keep|keep
+652 6259076,+6526259076,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep
+867l809690503,+8671809690503,keep|keep|keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep|keep|keep
83563 s2 4,+6583563524,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+65l6763348,+6516763348,keep|keep|keep|replace_1|keep|keep|keep|keep|keep|keep|keep
7991343493,+447991343493,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+138 06275094,+13806275094,keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
+8636568b12354,+8636568812354,keep|keep|keep|keep|keep|keep|keep|keep|replace_8|keep|keep|keep|keep|keep
4073737844,+14073737844,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+132 123 85948,+13212385948,keep|keep|keep|keep|delete|keep|keep|keep|delete|keep|keep|keep|keep|keep
+339 575 93966,+33957593966,keep|keep|keep|keep|delete|keep|keep|keep|delete|keep|keep|keep|keep|keep
+b631550720900,+8631550720900,keep|replace_8|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+91 648387036 0,+916483870360,keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
+33370486239,+33370486239,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
198260701,+61198260701,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
10015117477,+8610015117477,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6568 787396,+6568787396,keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep
652957127,+33652957127,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
19063576653,+8619063576653,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+148831188a4,+14883118824,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_2|keep
0l6 00 813236,+8601600813236,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
64437691,+6564437691,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
06797260,+6506797260,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+9158448 8 5491,+915844885491,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|delete|keep|keep|keep|keep
722 l0 226,+6572210226,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
+33702370145,+33702370145,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+4460183786o4,+446018378604,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_0|keep
+4478835205o8,+447883520508,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_0|keep
+9120156094s3,+912015609453,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_5|keep
301591436,+33301591436,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+3e761046072,+33761046072,keep|keep|replace_3|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6s98g84a58,+6598984258,keep|keep|replace_5|keep|keep|replace_9|keep|keep|replace_2|keep|keep
28074981,+6528074981,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
6984337007,+446984337007,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+4451 42681679,+445142681679,keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
98984668676,+8698984668676,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
12681636465,+8612681636465,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+866480017860 6,+8664800178606,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
+g16918114758,+916918114758,keep|replace_9|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
161015100,+61161015100,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+6535s83s90,+6535583590,keep|keep|keep|keep|keep|replace_5|keep|keep|replace_5|keep|keep
+91872o211317,+918720211317,keep|keep|keep|keep|keep|keep|replace_0|keep|keep|keep|keep|keep|keep
+86602 86355214,+8660286355214,keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
+6526s50157,+6526550157,keep|keep|keep|keep|keep|replace_5|keep|keep|keep|keep|keep
49586 92 9,+6549586929,insert_country|keep|keep|keep|keep|keep|keep|keep|keep
7534674158,+917534674158,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
752025305,+33752025305,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
72202697724,+8672202697724,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+179190387a9,+17919038729,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_2|keep
+4448827396g7,+444882739697,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_9|keep
7421281901,+17421281901,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+8640971s4190s,+8640971541905,keep|keep|keep|keep|keep|keep|keep|keep|replace_5|keep|keep|keep|keep|replace_5
2874504996,+12874504996,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8633965285,+448633965285,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
1049523438,+441049523438,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+9166586 39850,+916658639850,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep
+6553327 71 4,+6553327714,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|delete|keep
+6533962 245,+6533962245,keep|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep
+919135  813947,+919135813947,keep|keep|keep|keep|keep|keep|keep|delete|delete|keep|keep|keep|keep|keep|keep
+g14791l68262,+914791168262,keep|replace_9|keep|keep|keep|keep|keep|replace_1|keep|keep|keep|keep|keep
4777273722,+14777273722,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+151079369  30,+15107936930,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|delete|delete|keep|keep
883831921,+33883831921,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
536690879,+61536690879,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+33 74036423 1,+33740364231,keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|delete|keep
+6 566078673,+6566078673,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep|keep
7582788692,+917582788692,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+44014 0939 909,+440140939909,keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|keep|delete|keep|keep|keep
28507918623,+8628507918623,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+658980950e,+6589809503,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|replace_3
8036182337,+918036182337,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+91l588033o91,+911588033091,keep|keep|keep|replace_1|keep|keep|keep|keep|keep|keep|replace_0|keep|keep
+6 1282 550688,+61282550688,keep|keep|delete|keep|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep
+6537468083,+6537468083,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+654l859580,+6541859580,keep|keep|keep|keep|replace_1|keep|keep|keep|keep|keep|keep
+656s083636,+6565083636,keep|keep|keep|keep|replace_5|keep|keep|keep|keep|keep|keep
255011938,+33255011938,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
+617072 400 52,+61707240052,keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep|delete|keep|keep
+8687397646691,+8687397646691,keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
392881524,+61392881524,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
321523543,+33321523543,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
9374997594,+449374997594,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
8949560874,+448949560874,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
4861481723,+914861481723,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
5878456408,+15878456408,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep|keep
+33770  968277,+33770968277,keep|keep|keep|keep|keep|keep|delete|delete|keep|keep|keep|keep|keep|keep
+6 1592169 239,+61592169239,keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|delete|keep|keep|keep
+65sl24s814,+6551245814,keep|keep|keep|replace_5|replace_1|keep|keep|replace_5|keep|keep|keep
+9 171 49406391,+917149406391,keep|keep|delete|keep|keep|keep|delete|keep|keep|keep|keep|keep|keep|keep|keep
+3e622614659,+33622614659,keep|keep|replace_3|keep|keep|keep|keep|keep|keep|keep|keep|keep
797467316,+33797467316,insert_country|keep|keep|keep|keep|keep|keep|keep|keep|keep
